ServerName,Database,Table,Column
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,CHARACTER_SET_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,COLLATION_CATALOG
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,COLLATION_SCHEMA
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,COLLATION_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,DOMAIN_CATALOG
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,DOMAIN_SCHEMA
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,DOMAIN_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,UDT_CATALOG
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,UDT_SCHEMA
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,UDT_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,SCOPE_CATALOG
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,SCOPE_SCHEMA
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,SCOPE_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,MAXIMUM_CARDINALITY
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,DTD_IDENTIFIER
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,IS_SELF_REFERENCING
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,IS_IDENTITY
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,IDENTITY_GENERATION
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,IDENTITY_START
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,IDENTITY_INCREMENT
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,IDENTITY_MAXIMUM
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,IDENTITY_MINIMUM
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,IDENTITY_CYCLE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,COLUMNS,COMMENT
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SCHEMATA,CATALOG_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SCHEMATA,SCHEMA_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SCHEMATA,SCHEMA_OWNER
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SCHEMATA,IS_TRANSIENT
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SCHEMATA,IS_MANAGED_ACCESS
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SCHEMATA,RETENTION_TIME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SCHEMATA,DEFAULT_CHARACTER_SET_CATALOG
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SCHEMATA,DEFAULT_CHARACTER_SET_SCHEMA
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SCHEMATA,DEFAULT_CHARACTER_SET_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SCHEMATA,SQL_PATH
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SCHEMATA,CREATED
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SCHEMATA,LAST_ALTERED
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SCHEMATA,COMMENT
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SEQUENCES,SEQUENCE_CATALOG
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SEQUENCES,SEQUENCE_SCHEMA
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SEQUENCES,SEQUENCE_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SEQUENCES,SEQUENCE_OWNER
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SEQUENCES,DATA_TYPE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SEQUENCES,NUMERIC_PRECISION
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SEQUENCES,NUMERIC_PRECISION_RADIX
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SEQUENCES,NUMERIC_SCALE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SEQUENCES,START_VALUE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SEQUENCES,MINIMUM_VALUE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SEQUENCES,MAXIMUM_VALUE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SEQUENCES,NEXT_VALUE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SEQUENCES,INCREMENT
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SEQUENCES,CYCLE_OPTION
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SEQUENCES,CREATED
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SEQUENCES,LAST_ALTERED
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,SEQUENCES,COMMENT
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,VIEWS,TABLE_CATALOG
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,VIEWS,TABLE_SCHEMA
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,VIEWS,TABLE_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,VIEWS,TABLE_OWNER
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,VIEWS,VIEW_DEFINITION
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,VIEWS,CHECK_OPTION
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,VIEWS,IS_UPDATABLE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,VIEWS,INSERTABLE_INTO
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,VIEWS,IS_SECURE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,VIEWS,CREATED
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,VIEWS,LAST_ALTERED
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,VIEWS,COMMENT
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,TABLE_PRIVILEGES,GRANTOR
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,TABLE_PRIVILEGES,GRANTEE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,TABLE_PRIVILEGES,TABLE_CATALOG
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,TABLE_PRIVILEGES,TABLE_SCHEMA
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,TABLE_PRIVILEGES,TABLE_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,TABLE_PRIVILEGES,PRIVILEGE_TYPE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,TABLE_PRIVILEGES,IS_GRANTABLE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,TABLE_PRIVILEGES,WITH_HIERARCHY
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,TABLE_PRIVILEGES,CREATED
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,USAGE_PRIVILEGES,GRANTOR
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,USAGE_PRIVILEGES,GRANTEE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,USAGE_PRIVILEGES,OBJECT_CATALOG
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,USAGE_PRIVILEGES,OBJECT_SCHEMA
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,USAGE_PRIVILEGES,OBJECT_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,USAGE_PRIVILEGES,OBJECT_TYPE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,USAGE_PRIVILEGES,PRIVILEGE_TYPE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,USAGE_PRIVILEGES,IS_GRANTABLE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,USAGE_PRIVILEGES,CREATED
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,DATABASES,DATABASE_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,DATABASES,DATABASE_OWNER
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,DATABASES,IS_TRANSIENT
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,DATABASES,COMMENT
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,DATABASES,CREATED
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,DATABASES,LAST_ALTERED
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,DATABASES,RETENTION_TIME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_DATABASES,REGION_GROUP
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_DATABASES,SNOWFLAKE_REGION
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_DATABASES,ACCOUNT_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_DATABASES,DATABASE_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_DATABASES,COMMENT
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_DATABASES,CREATED
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_DATABASES,IS_PRIMARY
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_DATABASES,PRIMARY
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_DATABASES,REPLICATION_ALLOWED_TO_ACCOUNTS
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_DATABASES,FAILOVER_ALLOWED_TO_ACCOUNTS
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_GROUPS,SNOWFLAKE_REGION
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_GROUPS,CREATED_ON
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_GROUPS,ACCOUNT_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_GROUPS,NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_GROUPS,TYPE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_GROUPS,COMMENT
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_GROUPS,IS_PRIMARY
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_GROUPS,PRIMARY
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_GROUPS,OBJECT_TYPES
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_GROUPS,ALLOWED_INTEGRATION_TYPES
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_GROUPS,ALLOWED_ACCOUNTS
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_GROUPS,ORGANIZATION_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_GROUPS,ACCOUNT_LOCATOR
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_GROUPS,REPLICATION_SCHEDULE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_GROUPS,SECONDARY_STATE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_GROUPS,NEXT_SCHEDULED_REFRESH
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REPLICATION_GROUPS,OWNER
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,FUNCTION_CATALOG
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,FUNCTION_SCHEMA
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,FUNCTION_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,FUNCTION_OWNER
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,ARGUMENT_SIGNATURE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,DATA_TYPE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,CHARACTER_MAXIMUM_LENGTH
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,CHARACTER_OCTET_LENGTH
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,NUMERIC_PRECISION
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,NUMERIC_PRECISION_RADIX
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,NUMERIC_SCALE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,FUNCTION_LANGUAGE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,FUNCTION_DEFINITION
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,VOLATILITY
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,IS_NULL_CALL
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,IS_SECURE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,CREATED
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,LAST_ALTERED
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,COMMENT
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,IS_EXTERNAL
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,API_INTEGRATION
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,CONTEXT_HEADERS
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,MAX_BATCH_ROWS
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,REQUEST_TRANSLATOR
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,RESPONSE_TRANSLATOR
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,COMPRESSION
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,IMPORTS
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,HANDLER
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,TARGET_PATH
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,RUNTIME_VERSION
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,PACKAGES
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FUNCTIONS,INSTALLED_PACKAGES
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,PROCEDURES,PROCEDURE_CATALOG
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,PROCEDURES,PROCEDURE_SCHEMA
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,PROCEDURES,PROCEDURE_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,PROCEDURES,PROCEDURE_OWNER
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,PROCEDURES,ARGUMENT_SIGNATURE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,PROCEDURES,DATA_TYPE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,PROCEDURES,CHARACTER_MAXIMUM_LENGTH
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,PROCEDURES,CHARACTER_OCTET_LENGTH
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,PROCEDURES,NUMERIC_PRECISION
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,PROCEDURES,NUMERIC_PRECISION_RADIX
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,PROCEDURES,NUMERIC_SCALE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,PROCEDURES,PROCEDURE_LANGUAGE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,PROCEDURES,PROCEDURE_DEFINITION
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,PROCEDURES,CREATED
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,PROCEDURES,LAST_ALTERED
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,PROCEDURES,COMMENT
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,OBJECT_PRIVILEGES,GRANTOR
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,OBJECT_PRIVILEGES,GRANTEE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,OBJECT_PRIVILEGES,OBJECT_CATALOG
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,OBJECT_PRIVILEGES,OBJECT_SCHEMA
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,OBJECT_PRIVILEGES,OBJECT_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,OBJECT_PRIVILEGES,OBJECT_TYPE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,OBJECT_PRIVILEGES,PRIVILEGE_TYPE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,OBJECT_PRIVILEGES,IS_GRANTABLE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,OBJECT_PRIVILEGES,CREATED
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FILE_FORMATS,FILE_FORMAT_CATALOG
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FILE_FORMATS,FILE_FORMAT_SCHEMA
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FILE_FORMATS,FILE_FORMAT_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FILE_FORMATS,FILE_FORMAT_OWNER
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FILE_FORMATS,FILE_FORMAT_TYPE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FILE_FORMATS,RECORD_DELIMITER
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FILE_FORMATS,FIELD_DELIMITER
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FILE_FORMATS,SKIP_HEADER
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FILE_FORMATS,DATE_FORMAT
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FILE_FORMATS,TIME_FORMAT
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FILE_FORMATS,TIMESTAMP_FORMAT
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FILE_FORMATS,BINARY_FORMAT
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FILE_FORMATS,ESCAPE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FILE_FORMATS,ESCAPE_UNENCLOSED_FIELD
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FILE_FORMATS,TRIM_SPACE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FILE_FORMATS,FIELD_OPTIONALLY_ENCLOSED_BY
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FILE_FORMATS,NULL_IF
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FILE_FORMATS,COMPRESSION
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FILE_FORMATS,ERROR_ON_COLUMN_COUNT_MISMATCH
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FILE_FORMATS,CREATED
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FILE_FORMATS,LAST_ALTERED
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,FILE_FORMATS,COMMENT
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,APPLICABLE_ROLES,GRANTEE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,APPLICABLE_ROLES,ROLE_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,APPLICABLE_ROLES,ROLE_OWNER
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,APPLICABLE_ROLES,IS_GRANTABLE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,ENABLED_ROLES,ROLE_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,ENABLED_ROLES,ROLE_OWNER
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,STAGES,STAGE_CATALOG
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,STAGES,STAGE_SCHEMA
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,STAGES,STAGE_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,STAGES,STAGE_URL
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,STAGES,STAGE_REGION
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,STAGES,STAGE_TYPE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,STAGES,STAGE_OWNER
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,STAGES,COMMENT
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,STAGES,CREATED
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,STAGES,LAST_ALTERED
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,CONSTRAINT_CATALOG
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,CONSTRAINT_SCHEMA
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,CONSTRAINT_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,UNIQUE_CONSTRAINT_CATALOG
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,UNIQUE_CONSTRAINT_SCHEMA
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,UNIQUE_CONSTRAINT_NAME
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,MATCH_OPTION
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,UPDATE_RULE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,DELETE_RULE
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,COMMENT
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,CREATED
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,REFERENTIAL_CONSTRAINTS,LAST_ALTERED
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,TABLE_CONSTRAINTS,CONSTRAINT_CATALOG
Snowflake (COMPUTE_WH),SNOWFLAKE.INFORMATION_SCHEMA,TABLE_CONSTRAINTS,CONSTRAINT_SCHEMA
